Event Number,Company Name,Company City,Company Postal Code,Company Province/Territory,Circumstance(s),Result Of A Class Location Change,Distance To Closest Building,Length Of Replacement Pipe,Integrity Dig,Dig Count,Activity Unplanned,Commencement Date,Completion Date,Event Creation Date,Submission Date,Pipeline Name,Pipeline Outside Diameter,Pipeline Length,Commodity Carried,Facility Name,Facility Type,Province/Territory,Nearest Populated Centre,New Land Area Needed,New Permanent Land Needed,Activity Acquiring New Private Land,Activity Acquiring New Land In Agreement With Landowner,Activity Acquiring New Land Under Compliance,Land Within Critical Habitat,New Temporary Land Needed,Provincial and federal authorities been consulted,Activity Crossing Water Body,Vehicle Crossing Count,Activity Following DFO Fish Measures For Crossing,Ground Disturbance Near Water Required,Fish Present,In Stream Work Required,Activity Following DFO Fish Measures For In Stream Work,Species At Risk Present At Activity Site,Activity Using Navigable Water,Navigable Water Frozen Or Dry,Navigable Water Activity Meeting Transport Canada Minor Works And Waters Order,In Stream Activity Start Date,In Stream Activity End Date,Restricted Activity Start Date,Restricted Activity End Date
OM2015-486,Trans Mountain Pipeline ULC,Calgary,T2P 5J2,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/22/2015,08/01/2016,11/23/2015,11/23/2015,Mainline,,,,,,Alberta,Wabamum,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,Yes,Yes,No,,,,
OM2015-485,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/22/2015,06/30/2016,11/23/2015,11/23/2015,Alberta Clipper (Line 67),,,,,,Saskatchewan,Regina,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-484,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/21/2015,06/30/2016,11/19/2015,11/19/2015,Line 10,,,,,,Ontario,"Niagara Falls, Ontario",,,No,No,No,No,,,Yes,0.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2015-483,Trans Mountain Pipeline ULC,Calgary,T2P 5J2,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/18/2015,02/18/2016,11/19/2015,11/19/2015,Mainline,,,,,,British Columbia,Blue River,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-482,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,5.0,No,12/18/2015,06/18/2016,11/18/2015,11/18/2015,MARTEN HILLS LATERAL -NPS 18,,,,,,Alberta,Chisholm,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-481,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,01/02/2016,07/02/2016,11/18/2015,11/18/2015,Line 100-1 (Central section),,,,,,Ontario,Ramore,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-480,Maritimes & Northeast Pipeline Management Ltd.,Waltham,02451,New Brunswick,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,Yes,12/14/2015,12/25/2015,11/18/2015,11/18/2015,Mainline,,,,,,New Brunswick,Moncton,,,No,No,No,No,,,No,,No,Yes,Yes,Yes,No,No,No,No,No,12/14/2015,12/25/2015,12/14/2015,12/25/2015
OM2015-479,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,Yes,11/30/2015,12/14/2015,11/16/2015,11/16/2015,WATERTON INTERCHANGE LATERAL -NPS 20,,,,,,Alberta,Pincher Creek,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-478,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/15/2015,07/31/2016,11/16/2015,11/16/2015,Line 10,,,,,,Ontario,"Niagara Falls, Ontario",,,No,No,No,No,,,Yes,0.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2015-477,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,Yes,11/14/2015,12/01/2015,11/03/2015,11/12/2015,WAS M/L - NPS 36,,,,,,Alberta,Sundre,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-476,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,170.0,,Yes,1.0,No,12/10/2015,06/30/2016,11/11/2015,11/11/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Frobisher, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-476,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,170.0,,Yes,1.0,No,12/10/2015,06/30/2016,11/11/2015,11/11/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Frobisher, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-475,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/10/2015,06/30/2016,11/11/2015,11/11/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Estevan, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-474,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/10/2015,06/30/2016,11/09/2015,11/11/2015,Line 23B,323.85,59.9,Crude Oil,,,Manitoba,"Cromer, MB",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-473,Enbridge Pipelines Inc.,Edmonton,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,2.0,No,12/11/2015,06/30/2016,11/10/2015,11/10/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-472,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,2.0,No,12/09/2015,05/31/2016,11/09/2015,11/09/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-471,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/09/2015,06/30/2016,11/09/2015,11/09/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Estevan, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-470,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/09/2015,06/30/2016,11/09/2015,11/09/2015,Line 23B,323.85,59.9,Crude Oil,,,Manitoba,"Cromer, MB",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-469,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/09/2015,06/09/2016,11/06/2015,11/06/2015,FLAT LAKE LATERAL LOOP -NPS 16,,,,,,Alberta,Boyle,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-468,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/08/2015,06/30/2016,11/06/2015,11/06/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Estevan, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-467,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,87.0,,Yes,1.0,No,12/08/2015,05/31/2016,11/06/2015,11/06/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-467,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,87.0,,Yes,1.0,No,12/08/2015,05/31/2016,11/06/2015,11/06/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-466,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/08/2015,05/31/2016,11/06/2015,11/06/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-465,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/08/2015,06/30/2016,11/06/2015,11/06/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Redvers, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-464,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,27.0,,Yes,1.0,No,12/07/2015,05/31/2016,11/06/2015,11/06/2015,Line 10,,,,,,Ontario,"St. Catherine's, Ontario",,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2015-463,Enbridge Pipelines Inc.,Edmonton ,T5J 3N7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,80.0,,Yes,1.0,No,12/04/2015,06/30/2016,11/05/2015,11/05/2015,Line 9,,,,,,Ontario,"Scarborough, ON",,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2015-462,Trans Mountain Pipeline ULC,Calgary,T2P 5J2,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/08/2015,01/15/2016,11/05/2015,11/05/2015,Mainline,,,,,,British Columbia,Blue River,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-461,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,75.0,,Yes,1.0,No,12/02/2015,06/30/2016,11/03/2015,11/03/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-461,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,75.0,,Yes,1.0,No,12/02/2015,06/30/2016,11/03/2015,11/03/2015,Line 10,,,,,,Ontario,"Welland, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-460,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/02/2015,06/30/2016,11/03/2015,11/03/2015,Line 10,,,,,,Ontario,"St. Catherine's, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-459,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,2.0,Yes,11/05/2015,12/15/2015,08/09/2015,11/03/2015,WATERTON INTERCHANGE LATERAL -NPS 20,,,,,,Alberta,Pincher Creek,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-458,Enbridge Pipelines (Westspur) Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/02/2015,06/30/2016,11/02/2015,11/02/2015,Line 23B,323.85,59.9,Crude Oil,,,Saskatchewan,"Alameda, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-457,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,12/01/2015,06/01/2016,10/29/2015,10/29/2015,MARTEN HILLS LATERAL -NPS 20,,,,,,Alberta,Fort Assiniboine ,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-456,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,11/27/2015,11/27/2015,10/28/2015,10/28/2015,Line 9,,,,,,Ontario,Fairmount,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-455,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/30/2015,05/30/2016,10/28/2015,10/28/2015,JUMPING POUND WEST LATERAL - NPS 12,,,,,,Alberta,Cochrane,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-454,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/27/2015,05/27/2016,10/27/2015,10/27/2015,EDSON M/L LOOP (JAMES RIVER SECTION) - NPS 42,,,,Crammond Receipt Meter Station,Meter,Alberta,Sundre,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-453,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Calgary,T2P 3L8,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,500.0,,Yes,2.0,No,11/24/2015,03/31/2016,10/26/2015,10/26/2015,"30"" Fort Nelson Mainline",,,,Fort Nelson North Processing Facility,,British Columbia,"Muskwa, BC",,,No,No,No,No,,,Yes,1.0,Yes,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-453,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Calgary,T2P 3L8,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,500.0,,Yes,2.0,No,11/24/2015,03/31/2016,10/26/2015,10/26/2015,"30"" Fort Nelson Mainline",,,,Fort Nelson North Processing Facility,,British Columbia,"Muskwa, BC",,,No,No,No,No,,,Yes,1.0,Yes,Yes,Yes,No,No,No,No,No,No,,,,
OM2015-452,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/25/2015,05/31/2016,10/26/2015,10/26/2015,Line 10,,,,,,Ontario,"Niagara Falls, Ontario",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-451,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/25/2015,05/25/2016,10/26/2015,10/26/2015,,,,,Tremblay No. 2 Meter Station,Meter,British Columbia,Dawson Creek,,,No,No,No,No,,,Yes,1.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2015-450,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,2.0,No,11/25/2015,05/25/2016,10/25/2015,10/26/2015,GROUNDBIRCH MAINLINE,,,,,,British Columbia,Briar Ridge,,,No,No,No,No,,,Yes,1.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2015-449,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/25/2015,05/25/2016,10/25/2015,10/25/2015,,,,,Gordondale Meter Station ,Meter,Alberta,Bay Tree,,,No,No,No,No,,,Yes,1.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2015-448,Venturion Oil Limited,Calgary,T2R 1J5,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,2.0,No,11/23/2015,12/23/2015,10/21/2015,10/22/2015,Boundary Lake NPS 4 (Converted from sour gas to saline produced water),114.3,0.4,Water Produced,,,Alberta,"Goodlow, BC",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-447,Enbridge Pipelines Inc.,Edmonton,T5J 3N7,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,11/20/2015,04/30/2016,10/22/2015,10/22/2015,Line 3,,,,,,Saskatchewan,"Bethune, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2015-446,Emera Brunswick Pipeline Company Ltd.,Waltham,02451,New Brunswick,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,124.0,,Yes,1.0,No,11/23/2015,11/26/2015,10/22/2015,10/22/2015,Brunswick Pipeline Project,,,,,,New Brunswick,Saint John,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
